CapabilityID,BenefitStatement,KPIName,LinkedMetricID,SystemOfRecord,BaselineValue,BaselinePeriod,TargetValue,TargetDate,BenefitOwner,ReviewCadence,,,,,
8.3.7.3.1.1,Increase Retention rate to 85% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1.1,Increase Skill enhancement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Skill enhancement rate,MET-1137,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1.2,Increase Competency mapping accuracy rate to 90% by 2026-03-31 from the FY2024-25 baseline,Competency mapping accuracy rate,MET-1138,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1.2,Increase Performance management accuracy rate to 95% by 2026-03-31 from the FY2024-25 baseline,Performance management accuracy rate,MET-1139,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1.2,Increase Training program effectiveness rate to 85% by 2026-03-31 from the FY2024-25 baseline,Training program effectiveness rate,MET-1140,LMS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1.3,Increase Engagement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Engagement rate,MET-1091,Survey,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1.3,Increase Organizational performance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Organizational performance rate,MET-1141,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1.3,Increase Performance improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Performance improvement rate,MET-1142,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1.3,Increase Engagement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Engagement rate,MET-1091,Survey,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1.3,Increase Organizational performance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Organizational performance rate,MET-1141,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1.3,Increase Performance improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Performance improvement rate,MET-1142,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1.4,Increase Morale improvement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Morale improvement rate,MET-1143,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1.4,Increase Performance management accuracy rate to 95% by 2026-03-31 from the FY2024-25 baseline,Performance management accuracy rate,MET-1139,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.1.4,Increase Rating consistency rate to 90% by 2026-03-31 from the FY2024-25 baseline,Rating consistency rate,MET-1144,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.2,Increase Development plan effectiveness rate to 85% by 2026-03-31 from the FY2024-25 baseline,Development plan effectiveness rate,MET-1145,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.2,Increase Organizational performance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Organizational performance rate,MET-1141,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.2,Increase Performance insights accuracy rate to 90% by 2026-03-31 from the FY2024-25 baseline,Performance insights accuracy rate,MET-1146,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.2.1,Increase Development plan success rate to 90% by 2026-03-31 from the FY2024-25 baseline,Development plan success rate,MET-1147,HRIS,,FY2024-25,90%,2026-03-31,Talent Manager,Quarterly,,,,,
8.3.7.3.2.1,Increase Organizational capability rate to 90% by 2026-03-31 from the FY2024-25 baseline,Organizational capability rate,MET-1148,HRIS,,FY2024-25,90%,2026-03-31,Talent Manager,Quarterly,,,,,
8.3.7.3.2.1,Increase Talent retention rate to 90% by 2026-03-31 from the FY2024-25 baseline,Talent retention rate,MET-1149,HRIS,,FY2024-25,90%,2026-03-31,Talent Manager,Quarterly,,,,,
8.3.7.3.2.2,Increase Development plan success rate to 75% by 2026-03-31 from the FY2024-25 baseline,Development plan success rate,MET-1147,HRIS,,FY2024-25,75%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.2.2,Increase Efficiency improvement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Efficiency improvement rate,MET-1046,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.2.2,Increase Performance improvement rate to 80% by 2026-03-31 from the FY2024-25 baseline,Performance improvement rate,MET-1142,HRIS,,FY2024-25,80%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.7.3.3,Increase Career development success rate to 90% by 2026-03-31 from the FY2024-25 baseline,Career development success rate,MET-1150,HRIS,,FY2024-25,90%,2026-03-31,Career Manager,Annual,,,,,
8.3.7.3.3,Increase Organizational capability rate to 90% by 2026-03-31 from the FY2024-25 baseline,Organizational capability rate,MET-1148,HRIS,,FY2024-25,90%,2026-03-31,Career Manager,Annual,,,,,
8.3.7.3.3,Increase Retention rate to 85% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,85%,2026-03-31,Career Manager,Annual,,,,,
8.3.7.4,Increase Capability improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Capability improvement rate,MET-1151,HRIS,,FY2024-25,90%,2026-03-31,HR Development Manager,Quarterly,,,,,
8.3.7.4,Increase Retention rate to 85% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,85%,2026-03-31,HR Development Manager,Quarterly,,,,,
8.3.7.4,Increase Skills improvement rate to 80% by 2026-03-31 from the FY2024-25 baseline,Skills improvement rate,MET-1152,HRIS,,FY2024-25,80%,2026-03-31,HR Development Manager,Quarterly,,,,,
8.3.7.4.1,Increase Competency rate to 90% by 2026-03-31 from the FY2024-25 baseline,Competency rate,MET-1153,HRIS,,FY2024-25,90%,2026-03-31,HR Development Manager,Quarterly,,,,,
8.3.7.4.1,Increase Compliance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,95%,2026-03-31,HR Development Manager,Quarterly,,,,,
8.3.7.4.1,Increase Training effectiveness rate to 85% by 2026-03-31 from the FY2024-25 baseline,Training effectiveness rate,MET-1154,LMS,,FY2024-25,85%,2026-03-31,HR Development Manager,Quarterly,,,,,
8.3.7.4.1.1,Increase Competency rate to 95% by 2026-03-31 from the FY2024-25 baseline,Competency rate,MET-1153,HRIS,,FY2024-25,95%,2026-03-31,HR Development Manager,Quarterly,,,,,
8.3.7.4.1.1,Increase Compliance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,95%,2026-03-31,HR Development Manager,Quarterly,,,,,
8.3.7.4.1.1,Increase Language proficiency rate to 90% by 2026-03-31 from the FY2024-25 baseline,Language proficiency rate,MET-1155,HRIS,,FY2024-25,90%,2026-03-31,HR Development Manager,Quarterly,,,,,
8.3.7.4.1.2,Increase Certification validity rate to 95% by 2026-03-31 from the FY2024-25 baseline,Certification validity rate,MET-1156,LMS,,FY2024-25,95%,2026-03-31,HR Development Manager,Quarterly,,,,,
8.3.7.4.1.2,Increase Competency rate to 95% by 2026-03-31 from the FY2024-25 baseline,Competency rate,MET-1153,HRIS,,FY2024-25,95%,2026-03-31,HR Development Manager,Quarterly,,,,,
8.3.7.4.1.2,Increase Compliance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,95%,2026-03-31,HR Development Manager,Quarterly,,,,,
8.3.7.4.2,Increase Engagement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Engagement rate,MET-1091,Survey,,FY2024-25,85%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2,Increase Performance rate to 90% by 2026-03-31 from the FY2024-25 baseline,Performance rate,MET-0997,HRIS,,FY2024-25,90%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2,Increase Skill acquisition rate to 90% by 2026-03-31 from the FY2024-25 baseline,Skill acquisition rate,MET-1157,HRIS,,FY2024-25,90%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2.1,Increase Alignment rate to 90% by 2026-03-31 from the FY2024-25 baseline,Alignment rate,MET-1158,HRIS,,FY2024-25,90%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2.1,Increase Cost efficiency rate to 90% by 2026-03-31 from the FY2024-25 baseline,Cost efficiency rate,MET-1079,HRIS,,FY2024-25,90%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2.1,Increase Learning outcome rate to 95% by 2026-03-31 from the FY2024-25 baseline,Learning outcome rate,MET-1159,LMS,,FY2024-25,95%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2.2,Increase Engagement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Engagement rate,MET-1091,Survey,,FY2024-25,85%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2.2,Increase Knowledge retention rate to 90% by 2026-03-31 from the FY2024-25 baseline,Knowledge retention rate,MET-1106,HRIS,,FY2024-25,90%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2.2,Increase Training quality rate to 90% by 2026-03-31 from the FY2024-25 baseline,Training quality rate,MET-1160,LMS,,FY2024-25,90%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2.3,Increase Assessment accuracy rate to 90% by 2026-03-31 from the FY2024-25 baseline,Assessment accuracy rate,MET-0991,HRIS,,FY2024-25,90%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2.3,Increase Development progress rate to 90% by 2026-03-31 from the FY2024-25 baseline,Development progress rate,MET-1161,HRIS,,FY2024-25,90%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2.3,Increase Training program improvement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Training program improvement rate,MET-1162,LMS,,FY2024-25,85%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2.4,Increase Learning activity efficiency rate to 90% by 2026-03-31 from the FY2024-25 baseline,Learning activity efficiency rate,MET-1163,LMS,,FY2024-25,90%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2.4,Increase Learning experience satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Learning experience satisfaction rate,MET-1164,Survey,,FY2024-25,90%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2.4,Increase Learning participation rate to 85% by 2026-03-31 from the FY2024-25 baseline,Learning participation rate,MET-1165,LMS,,FY2024-25,85%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2.5,Increase Learning outcomes rate to 90% by 2026-03-31 from the FY2024-25 baseline,Learning outcomes rate,MET-1166,LMS,,FY2024-25,90%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2.5,Increase Learning plan customization rate to 90% by 2026-03-31 from the FY2024-25 baseline,Learning plan customization rate,MET-1167,LMS,,FY2024-25,90%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.2.5,Increase Skill development rate to 85% by 2026-03-31 from the FY2024-25 baseline,Skill development rate,MET-1168,HRIS,,FY2024-25,85%,2026-03-31,Learning and Development Manager,Quarterly,,,,,
8.3.7.4.3,Increase Performance rate to 85% by 2026-03-31 from the FY2024-25 baseline,Performance rate,MET-0997,HRIS,,FY2024-25,85%,2026-03-31,Training Manager,Quarterly,,,,,
8.3.7.4.3,Increase Retention rate to 90% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,90%,2026-03-31,Training Manager,Quarterly,,,,,
8.3.7.4.3,Increase Skill improvement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Skill improvement rate,MET-1169,HRIS,,FY2024-25,85%,2026-03-31,Training Manager,Quarterly,,,,,
8.3.7.4.3.1,Increase Training ROI rate to 80% by 2026-03-31 from the FY2024-25 baseline,Training ROI rate,MET-1170,LMS,,FY2024-25,80%,2026-03-31,Training Program Manager,Quarterly,,,,,
8.3.7.4.3.1,Increase Training effectiveness rate to 85% by 2026-03-31 from the FY2024-25 baseline,Training effectiveness rate,MET-1154,LMS,,FY2024-25,85%,2026-03-31,Training Program Manager,Quarterly,,,,,
8.3.7.4.3.1,Increase Training program efficiency rate to 90% by 2026-03-31 from the FY2024-25 baseline,Training program efficiency rate,MET-1171,LMS,,FY2024-25,90%,2026-03-31,Training Program Manager,Quarterly,,,,,
