MetricID,MetricName,Definition,Unit,Direction,Category,OwnerOrg,CalcMethod,CalcFormula,Frequency,FreqValidatinon,BaselineRequired,LifecyclePhase,Notes,,,,,,,,,,,,
MET-0483,Retention impact,Measure the impact of culture on retention,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0484,Clarity metrics,Assessment of cultural identity clarity,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0485,Engagement metrics,Assessment of culture engagement,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0486,Retention metrics,Assessment of culture's impact on retention,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0487,Resource utilization rate,Measure resource utilization efficiency,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0488,Collaboration rate,Measure collaboration levels across the organization,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0489,Strategic initiative success,Measure the success rate of strategic initiatives,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0490,Utilization metrics,Assessment of resource utilization,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0491,Collaboration metrics,Assessment of collaboration levels,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0492,Success metrics,Assessment of strategic initiative success,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0493,Data accuracy rate,Measure the accuracy of HR data entries,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0494,Data completeness rate,Measure the completeness of HR data records,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0495,Data availability time,Measure the availability of HR data for reporting,Days,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0496,Data management cost,Measure the cost of managing HR data,Currency,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0497,Data security incidents,Measure the number of data security incidents,Number,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0498,Accuracy metrics,Assessment of data accuracy,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0499,Completeness metrics,Assessment of data completeness,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0500,Availability metrics,Assessment of data availability,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0501,Cost metrics,Assessment of data management costs,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0502,Security metrics,Assessment of data security,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0503,Reporting accuracy,Measure the accuracy of HR reports,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0504,Report generation time,Measure the time taken to generate reports,Days,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0505,User satisfaction with reports,Measure user satisfaction with HR reports,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0506,Reporting compliance rate,Measure compliance with reporting standards,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0507,Analytical capability score,Measure the organization's analytical capabilities,Index,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0508,Reporting metrics,Assessment of reporting accuracy and timeliness,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0509,Satisfaction metrics,Assessment of user satisfaction with reporting,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0510,Compliance metrics,Assessment of reporting compliance,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0511,Capability metrics,Assessment of analytical capabilities,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0512,System uptime,Measure the uptime of HR systems,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0513,System response time,Measure the response time of HR systems,Days,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0514,User adoption rate,Measure the adoption rate of HR systems,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0515,Maintenance cost,Measure the cost of maintaining HR systems,Currency,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0516,Incident resolution time,Measure the time taken to resolve system incidents,Days,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0517,Reliability metrics,Assessment of system reliability,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0518,Performance metrics,Assessment of system performance,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0519,Adoption metrics,Assessment of system adoption,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0520,Cost metrics,Assessment of maintenance costs,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0521,Support metrics,Assessment of support efficiency,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0522,Access control compliance,Measure compliance with access control policies,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0523,Unauthorized access incidents,Measure the number of unauthorized access incidents,Number,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0524,Access review completion,Measure the completion rate of access reviews,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0525,Security training completion,Measure the completion rate of security training,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0526,Vulnerability remediation time,Measure the time taken to remediate vulnerabilities,Days,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0527,Compliance metrics,Assessment of access control compliance,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0528,Security metrics,Assessment of security incidents,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0529,Review metrics,Assessment of access review completion,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0530,Training metrics,Assessment of security training completion,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0531,Remediation metrics,Assessment of vulnerability remediation,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0532,Integration success rate,Measure the success rate of system integrations,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0533,Data flow accuracy,Measure the accuracy of data flow between systems,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0534,Integration cost,Measure the cost of integrations,Currency,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0535,Integration time,Measure the time taken to complete integrations,Days,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0536,System compatibility score,Measure the compatibility of systems,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0537,Success metrics,Assessment of integration success,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0538,Accuracy metrics,Assessment of data flow accuracy,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0539,Cost metrics,Assessment of integration costs,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0540,Time metrics,Assessment of integration timelines,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0541,Compatibility metrics,Assessment of system compatibility,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0542,Change management success,Measure the success rate of change initiatives,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0543,Employee readiness score,Measure employee readiness for change,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0544,Resistance rate,Measure the rate of resistance to change,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0545,Communication effectiveness,Measure the effectiveness of change communication,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0546,Adoption rate of changes,Measure the adoption rate of new processes or systems,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0547,Success metrics,Assessment of change initiative success,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0548,Readiness metrics,Assessment of employee readiness,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0549,Resistance metrics,Assessment of resistance to change,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0550,Communication metrics,Assessment of communication effectiveness,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0551,Adoption metrics,Assessment of change adoption,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0552,Project delivery on time,Measure the percentage of projects delivered on time,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0553,Project delivery on budget,Measure the percentage of projects delivered on budget,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0554,Scope creep rate,Measure the rate of scope creep in projects,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0555,Stakeholder satisfaction,Measure stakeholder satisfaction with project outcomes,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0556,Project ROI,Measure the return on investment for projects,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0557,Timeliness metrics,Assessment of project delivery timeliness,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0558,Budget metrics,Assessment of project budget adherence,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0559,Scope metrics,Assessment of scope management,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0560,Satisfaction metrics,Assessment of stakeholder satisfaction,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0561,ROI metrics,Assessment of project ROI,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0562,Risk identification rate,Measure the rate of identified risks,Number,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0563,Risk mitigation effectiveness,Measure the effectiveness of risk mitigation strategies,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0564,Incident rate due to risks,Measure the rate of incidents caused by unidentified risks,Number,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0565,Risk review frequency,Measure the frequency of risk reviews,Number,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0566,Compliance with risk policies,Measure compliance with risk management policies,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0567,Identification metrics,Assessment of risk identification,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0568,Mitigation metrics,Assessment of risk mitigation,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0569,Incident metrics,Assessment of incidents due to risks,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0570,Review metrics,Assessment of risk review frequency,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0571,Compliance metrics,Assessment of risk policy compliance,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0572,Vendor performance score,Measure vendor performance against SLAs,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0573,Contract compliance rate,Measure compliance with contract terms,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0574,Cost savings from vendors,Measure cost savings achieved through vendor management,Currency,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0575,Vendor risk incidents,Measure the number of risk incidents involving vendors,Number,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0576,Relationship satisfaction score,Measure satisfaction with vendor relationships,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0577,Performance metrics,Assessment of vendor performance,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0578,Compliance metrics,Assessment of contract compliance,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0579,Savings metrics,Assessment of cost savings from vendors,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0580,Risk metrics,Assessment of vendor risks,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0581,Satisfaction metrics,Assessment of vendor relationship satisfaction,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0582,Budget variance,Measure the variance between planned and actual budget,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0583,Cost per employee,Measure the average HR cost per employee,Currency,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0584,Financial reporting accuracy,Measure the accuracy of financial reports,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0585,Audit compliance rate,Measure compliance with financial audits,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0586,ROI on HR spend,Measure the return on investment for HR spending,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0587,Variance metrics,Assessment of budget variance,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0588,Cost metrics,Assessment of HR costs,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0589,Accuracy metrics,Assessment of financial reporting accuracy,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0590,Compliance metrics,Assessment of audit compliance,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0591,ROI metrics,Assessment of HR spend ROI,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0592,Knowledge base usage,Measure the usage rate of the knowledge base,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0593,Content accuracy rate,Measure the accuracy of knowledge base content,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0594,Update frequency,Measure the frequency of knowledge base updates,Number,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0595,User satisfaction with knowledge,Measure user satisfaction with knowledge resources,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0596,Knowledge sharing rate,Measure the rate of knowledge sharing among employees,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0597,Usage metrics,Assessment of knowledge base usage,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0598,Accuracy metrics,Assessment of content accuracy,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0599,Update metrics,Assessment of content update frequency,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0600,Satisfaction metrics,Assessment of user satisfaction with knowledge,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
